Region,Date,Price,Time left on Auction
US,4/9/2015 9:49,21840,Short
US,4/9/2015 10:04,21840,Short
US,4/9/2015 10:19,22058,Short
US,4/9/2015 10:34,22058,Short
US,4/9/2015 10:49,22058,Short
US,4/9/2015 11:04,22058,Short
US,4/9/2015 11:19,22279,Short
US,4/9/2015 11:34,22279,Short
US,4/9/2015 11:49,22279,Short
US,4/9/2015 12:04,22279,Short
US,4/9/2015 12:19,22502,Short
US,4/9/2015 12:34,22502,Short
US,4/9/2015 12:49,22502,Short
US,4/9/2015 13:04,22502,Short
US,4/9/2015 13:19,22727,Short
US,4/9/2015 13:49,22727,Short
US,4/9/2015 14:04,22727,Short
US,4/9/2015 14:19,22954,Short
US,4/9/2015 14:34,22954,Short
US,4/9/2015 14:49,22954,Short
US,4/9/2015 15:04,22954,Short
US,4/9/2015 15:19,23184,Short
US,4/9/2015 15:34,23184,Short
US,4/9/2015 15:49,23184,Short
US,4/9/2015 16:04,23184,Short
US,4/9/2015 16:19,23416,Short
US,4/9/2015 16:34,23416,Short
US,4/9/2015 16:49,23416,Short
US,4/9/2015 17:04,23416,Short
US,4/9/2015 17:19,23650,Short
US,4/9/2015 17:34,23650,Short
US,4/9/2015 17:49,23650,Short
US,4/9/2015 18:04,23650,Short
US,4/9/2015 18:19,23887,Short
US,4/9/2015 18:34,23887,Short
US,4/9/2015 18:49,23887,Short
US,4/9/2015 19:04,23887,Short
US,4/9/2015 19:19,24126,Short
US,4/9/2015 19:34,24126,Short
US,4/9/2015 19:49,24126,Short
US,4/9/2015 20:19,24367,Short
US,4/9/2015 20:34,24367,Short
US,4/9/2015 20:49,24367,Short
US,4/9/2015 21:04,24367,Short
US,4/9/2015 21:19,24611,Short
US,4/9/2015 21:34,24611,Short
US,4/9/2015 21:49,24611,Short
US,4/9/2015 22:04,24611,Short
US,4/9/2015 22:19,24857,Short
US,4/9/2015 22:34,24857,Short
US,4/9/2015 22:49,24857,Short
US,4/9/2015 23:04,24857,Short
US,4/9/2015 23:19,25106,Short
US,4/9/2015 23:34,25106,Short
US,4/9/2015 23:49,25106,Short
US,4/10/2015 0:04,25106,Short
US,4/10/2015 0:19,25357,Medium
US,4/10/2015 0:34,25357,Medium
US,4/10/2015 0:49,25357,Medium
US,4/10/2015 1:04,25357,Medium
US,4/10/2015 1:19,25611,Medium
US,4/10/2015 1:34,25611,Medium
US,4/10/2015 1:49,25611,Medium
US,4/10/2015 2:04,25611,Medium
US,4/10/2015 2:19,25867,Medium
US,4/10/2015 2:34,25867,Medium
US,4/10/2015 2:49,25867,Medium
US,4/10/2015 3:04,25867,Medium
US,4/10/2015 3:19,26126,Medium
US,4/10/2015 3:34,26126,Medium
US,4/10/2015 3:49,26126,Medium
US,4/10/2015 4:04,26126,Medium
US,4/10/2015 4:19,26387,Medium
US,4/10/2015 4:34,26387,Medium
US,4/10/2015 4:49,26387,Medium
US,4/10/2015 5:04,26387,Medium
US,4/10/2015 5:19,26651,Medium
US,4/10/2015 5:34,26651,Medium
US,4/10/2015 5:49,26651,Medium
US,4/10/2015 6:04,26651,Medium
US,4/10/2015 6:19,26918,Medium
US,4/10/2015 6:34,26918,Medium
US,4/10/2015 6:49,26918,Medium
US,4/10/2015 7:04,26918,Medium
US,4/10/2015 7:19,26977,Medium
US,4/10/2015 7:34,26977,Medium
US,4/10/2015 7:49,26977,Medium
US,4/10/2015 8:04,26977,Medium
US,4/10/2015 8:19,26753,Long
US,4/10/2015 8:34,26753,Long
US,4/10/2015 8:49,26753,Long
US,4/10/2015 9:04,26753,Long
US,4/10/2015 9:19,26485,Long
US,4/10/2015 9:34,26485,Long
US,4/10/2015 9:49,26485,Long
US,4/10/2015 10:04,26485,Long
US,4/10/2015 10:19,26220,Long
US,4/10/2015 10:34,26220,Long
US,4/10/2015 10:49,26220,Long
US,4/10/2015 11:04,26220,Long
US,4/10/2015 11:19,25958,Long
US,4/10/2015 11:34,25958,Long
US,4/10/2015 11:49,25958,Long
US,4/10/2015 12:04,25958,Long
US,4/10/2015 12:19,25698,Long
US,4/10/2015 12:34,25698,Long
US,4/10/2015 12:49,25698,Long
US,4/10/2015 13:04,25698,Long
US,4/10/2015 13:19,25441,Long
US,4/10/2015 13:34,25441,Long
US,4/10/2015 13:49,25441,Long
US,4/10/2015 14:04,25441,Long
US,4/10/2015 14:19,25187,Long
US,4/10/2015 14:34,25187,Long
US,4/10/2015 14:49,25187,Long
US,4/10/2015 15:04,25187,Long
US,4/10/2015 15:19,24935,Long
US,4/10/2015 15:34,24935,Long
US,4/10/2015 15:49,24935,Long
US,4/10/2015 16:04,24935,Long
US,4/10/2015 16:34,24686,Long
US,4/10/2015 16:49,24686,Long
US,4/10/2015 17:04,24686,Long
US,4/10/2015 17:19,24439,Long
US,4/10/2015 17:34,24439,Long
US,4/10/2015 17:49,24439,Long
US,4/10/2015 18:04,24439,Long
US,4/10/2015 18:19,24195,Long
US,4/10/2015 18:34,24195,Long
US,4/10/2015 18:49,24195,Long
US,4/10/2015 19:04,24195,Very Long
US,4/10/2015 19:19,23953,Very Long
US,4/10/2015 19:34,23953,Very Long
US,4/10/2015 19:49,23953,Very Long
US,4/10/2015 20:04,23953,Very Long
US,4/10/2015 20:42,23713,Long
US,4/10/2015 20:49,23713,Long
US,4/10/2015 21:04,23713,Long
US,4/11/2015 0:27,22779,Long
US,4/11/2015 0:48,22779,Long
US,4/11/2015 0:50,22779,Long
US,4/11/2015 1:10,22779,Long
US,4/11/2015 1:40,22551,Long
US,4/11/2015 2:18,22325,Long
US,4/11/2015 2:33,22325,Long
US,4/11/2015 2:48,22325,Long
US,4/11/2015 3:03,22325,Long
US,4/11/2015 3:18,22102,Long
US,4/11/2015 3:33,22102,Long
US,4/11/2015 3:48,22102,Long
US,4/11/2015 4:03,22102,Long
US,4/11/2015 4:18,21881,Long
US,4/11/2015 4:33,21881,Long
US,4/11/2015 4:48,21881,Long
US,4/11/2015 5:03,21881,Long
US,4/11/2015 5:18,21662,Long
US,4/11/2015 5:33,21662,Long
US,4/11/2015 5:48,21662,Long
US,4/11/2015 6:03,21662,Long
US,4/11/2015 6:18,21445,Long
US,4/11/2015 6:33,21445,Long
US,4/11/2015 6:48,21445,Long
US,4/11/2015 7:03,21445,Long
US,4/11/2015 7:18,21659,Medium
US,4/11/2015 7:33,21659,Medium
US,4/11/2015 7:48,21659,Medium
US,4/11/2015 8:03,21659,Medium
US,4/11/2015 8:18,21876,Medium
US,4/11/2015 8:33,21876,Medium
US,4/11/2015 8:48,21876,Medium
US,4/11/2015 9:03,21876,Medium
US,4/11/2015 9:18,22095,Short
US,4/11/2015 9:48,22095,Short
US,4/11/2015 10:03,22095,Short
US,4/11/2015 10:18,22316,Short
US,4/11/2015 10:33,22316,Short
US,4/11/2015 10:48,22316,Short
US,4/11/2015 11:03,22316,Short
US,4/11/2015 11:18,22539,Short
US,4/11/2015 11:33,22539,Short
US,4/11/2015 11:48,22539,Short
US,4/11/2015 12:03,22539,Short
US,4/11/2015 12:18,22764,Short
US,4/11/2015 12:33,22764,Short
US,4/11/2015 12:48,22764,Short
US,4/11/2015 13:03,22764,Short
US,4/11/2015 13:18,22992,Short
US,4/11/2015 13:33,22992,Short
US,4/11/2015 13:48,22992,Short
US,4/11/2015 14:03,22992,Short
US,4/11/2015 14:18,23222,Short
US,4/11/2015 14:33,23222,Short
US,4/11/2015 14:48,23222,Short
US,4/11/2015 15:03,23222,Short
US,4/11/2015 15:18,23454,Short
US,4/11/2015 15:33,23454,Short
US,4/11/2015 15:48,23454,Short
US,4/11/2015 16:03,23454,Short
US,4/11/2015 16:18,23689,Short
US,4/11/2015 16:33,23689,Short
US,4/11/2015 16:48,23689,Short
US,4/11/2015 17:03,23689,Short
US,4/11/2015 17:18,23926,Medium
US,4/11/2015 17:33,23926,Medium
US,4/11/2015 17:48,23926,Medium
US,4/11/2015 18:03,23926,Medium
US,4/11/2015 18:18,24165,Medium
US,4/11/2015 18:33,24165,Medium
US,4/11/2015 18:48,24165,Medium
US,4/11/2015 19:03,24165,Medium
US,4/11/2015 19:18,24407,Medium
US,4/11/2015 19:33,24407,Medium
US,4/11/2015 19:48,24407,Medium
US,4/11/2015 20:03,24407,Medium
US,4/11/2015 20:18,24260,Long
US,4/11/2015 20:33,24260,Long
US,4/11/2015 20:48,24260,Long
US,4/11/2015 21:03,24260,Long
US,4/11/2015 21:18,24017,Long
US,4/11/2015 21:33,24017,Long
US,4/11/2015 21:48,24017,Long
US,4/11/2015 22:03,24017,Long
US,4/11/2015 22:18,23777,Long
US,4/11/2015 22:33,23777,Long
US,4/11/2015 22:48,23777,Long
US,4/11/2015 23:03,23777,Long
US,4/11/2015 23:18,23539,Long
US,4/11/2015 23:33,23539,Long
US,4/11/2015 23:48,23539,Long
US,4/12/2015 0:03,23539,Long
US,4/12/2015 0:18,23304,Long
US,4/12/2015 0:33,23304,Long
US,4/12/2015 0:48,23304,Long
US,4/12/2015 1:03,23304,Long
US,4/12/2015 1:18,23071,Long
US,4/12/2015 1:33,23071,Long
US,4/12/2015 1:48,23071,Long
US,4/12/2015 2:03,23071,Long
US,4/12/2015 2:18,22840,Long
US,4/12/2015 2:33,22840,Long
US,4/12/2015 2:48,22840,Long
US,4/12/2015 3:03,22840,Long
US,4/12/2015 3:18,22612,Long
US,4/12/2015 3:33,22612,Long
US,4/12/2015 3:48,22612,Long
US,4/12/2015 4:03,22612,Long
US,4/12/2015 4:18,22386,Long
US,4/12/2015 4:33,22386,Long
US,4/12/2015 4:48,22386,Long
US,4/12/2015 5:03,22386,Long
US,4/12/2015 5:18,22162,Long
US,4/12/2015 5:33,22162,Long
US,4/12/2015 5:48,22162,Long
US,4/12/2015 6:03,22162,Long
US,4/12/2015 6:18,21940,Long
US,4/12/2015 6:33,21940,Long
US,4/12/2015 6:48,21940,Long
US,4/12/2015 7:03,21940,Long
US,4/12/2015 7:18,21721,Long
US,4/12/2015 7:33,21721,Long
US,4/12/2015 7:48,21721,Long
US,4/12/2015 8:03,21721,Long
US,4/12/2015 8:18,21504,Long
US,4/12/2015 8:33,21504,Long
US,4/12/2015 8:48,21504,Long
US,4/12/2015 9:03,21504,Long
US,4/12/2015 9:18,21289,Long
US,4/12/2015 9:33,21289,Long
US,4/12/2015 9:48,21289,Long
US,4/12/2015 10:03,21289,Long
US,4/12/2015 10:18,21076,Long
US,4/12/2015 10:33,21076,Long
US,4/12/2015 10:48,21076,Long
US,4/12/2015 11:03,21076,Long
US,4/12/2015 11:18,20865,Long
US,4/12/2015 11:33,20865,Long
US,4/12/2015 11:48,20865,Long
US,4/12/2015 12:03,20865,Long
US,4/12/2015 12:18,20656,Long
US,4/12/2015 12:33,20656,Long
US,4/12/2015 12:48,20656,Long
US,4/12/2015 13:03,20656,Long
US,4/12/2015 13:18,20863,Medium
US,4/12/2015 13:33,20863,Medium
US,4/12/2015 13:48,20863,Medium
US,4/12/2015 14:03,20863,Medium
US,4/12/2015 14:18,21072,Short
US,4/12/2015 14:33,21072,Short
US,4/12/2015 14:48,21072,Short
US,4/12/2015 15:03,21072,Short
US,4/12/2015 15:18,21283,Short
US,4/12/2015 15:33,21283,Short
US,4/12/2015 15:48,21283,Short
US,4/12/2015 16:03,21283,Short
US,4/12/2015 16:18,21496,Short
US,4/12/2015 16:33,21496,Short
US,4/12/2015 16:48,21496,Short
US,4/12/2015 17:03,21496,Short
US,4/12/2015 17:18,21711,Short
US,4/12/2015 17:33,21711,Short
US,4/12/2015 17:48,21711,Short
US,4/12/2015 18:03,21711,Short
US,4/12/2015 18:18,21928,Short
US,4/12/2015 18:33,21928,Short
US,4/12/2015 18:48,21928,Short
US,4/12/2015 19:03,21928,Short
US,4/12/2015 19:18,22147,Short
US,4/12/2015 19:33,22147,Short
US,4/12/2015 19:48,22147,Short
US,4/12/2015 20:03,22147,Short
US,4/12/2015 20:18,22368,Short
US,4/12/2015 20:33,22368,Short
US,4/12/2015 20:48,22368,Short
US,4/12/2015 21:03,22368,Short
US,4/12/2015 21:18,22592,Short
US,4/12/2015 21:33,22592,Short
US,4/12/2015 21:48,22592,Short
US,4/12/2015 22:03,22592,Short
US,4/12/2015 22:18,22818,Short
US,4/12/2015 22:33,22818,Short
US,4/12/2015 22:48,22818,Short
US,4/12/2015 23:03,22818,Short
US,4/12/2015 23:18,23046,Medium
US,4/12/2015 23:33,23046,Medium
US,4/12/2015 23:48,23046,Medium
US,4/13/2015 0:03,23046,Medium
US,4/13/2015 0:18,23276,Medium
US,4/13/2015 0:33,23276,Medium
US,4/13/2015 0:48,23276,Medium
US,4/13/2015 1:03,23276,Medium
US,4/13/2015 1:18,23509,Medium
US,4/13/2015 1:33,23509,Medium
US,4/13/2015 1:48,23509,Medium
US,4/13/2015 2:03,23509,Medium
US,4/13/2015 2:18,23744,Medium
US,4/13/2015 2:33,23744,Medium
US,4/13/2015 2:48,23744,Medium
US,4/13/2015 3:03,23744,Medium
US,4/13/2015 3:18,23549,Medium
US,4/13/2015 3:33,23549,Long
US,4/13/2015 3:48,23549,Long
US,4/13/2015 4:03,23549,Long
US,4/13/2015 4:18,23314,Long
US,4/13/2015 4:33,23314,Long
US,4/13/2015 4:48,23314,Long
US,4/13/2015 5:03,23314,Long
US,4/13/2015 5:18,23081,Long
US,4/13/2015 5:33,23081,Long
US,4/13/2015 5:48,23081,Long
US,4/13/2015 6:03,23081,Long
US,4/13/2015 6:18,22850,Long
US,4/13/2015 6:33,22850,Long
US,4/13/2015 6:48,22850,Long
US,4/13/2015 7:03,22850,Long
US,4/13/2015 7:18,22622,Long
US,4/13/2015 7:33,22622,Long
US,4/13/2015 7:48,22622,Long
US,4/13/2015 8:03,22622,Long
US,4/13/2015 8:18,22396,Long
US,4/13/2015 8:33,22396,Long
US,4/13/2015 8:48,22396,Long
US,4/13/2015 9:03,22396,Long
US,4/13/2015 9:18,22172,Long
US,4/13/2015 9:33,22172,Long
US,4/13/2015 9:48,22172,Long
US,4/13/2015 10:03,22172,Long
US,4/13/2015 10:18,21950,Long
US,4/13/2015 10:33,21950,Long
US,4/13/2015 10:48,21950,Long
US,4/13/2015 11:03,21950,Long
US,4/13/2015 11:18,21731,Long
US,4/13/2015 11:33,21731,Long
US,4/13/2015 11:48,21731,Long
US,4/13/2015 12:03,21731,Long
US,4/13/2015 12:18,21514,Long
US,4/13/2015 12:33,21514,Long
US,4/13/2015 12:48,21514,Long
US,4/13/2015 13:03,21514,Long
US,4/13/2015 13:18,21299,Medium
US,4/13/2015 13:33,21299,Medium
US,4/13/2015 13:48,21299,Medium
US,4/13/2015 14:03,21299,Medium
US,4/13/2015 14:18,21239,Medium
US,4/13/2015 14:33,21239,Medium
US,4/13/2015 14:48,21239,Medium
US,4/13/2015 15:03,21239,Medium
US,4/13/2015 15:18,21451,Medium
US,4/13/2015 15:33,21451,Medium
US,4/13/2015 15:48,21451,Medium
US,4/13/2015 16:03,21451,Medium
US,4/13/2015 16:18,21666,Short
US,4/13/2015 16:33,21666,Short
US,4/13/2015 16:48,21666,Short
US,4/13/2015 17:03,21666,Short
US,4/13/2015 17:18,21883,Short
US,4/13/2015 17:33,21883,Short
US,4/13/2015 17:48,21883,Short
US,4/13/2015 18:03,21883,Short
US,4/13/2015 18:18,22102,Short
US,4/13/2015 18:33,22102,Short
US,4/13/2015 18:48,22102,Short
US,4/13/2015 19:03,22102,Short
US,4/13/2015 19:18,22323,Short
US,4/13/2015 19:33,22323,Short
US,4/13/2015 19:48,22323,Short
US,4/13/2015 20:03,22323,Short
US,4/13/2015 20:18,22546,Short
US,4/13/2015 20:33,22546,Short
US,4/13/2015 20:48,22546,Short
US,4/13/2015 21:03,22546,Short
US,4/13/2015 21:18,22771,Short
US,4/13/2015 21:33,22771,Short
US,4/13/2015 21:48,22771,Short
US,4/13/2015 22:03,22771,Short
US,4/13/2015 22:18,22999,Short
US,4/13/2015 22:33,22999,Short
US,4/13/2015 22:48,22999,Short
US,4/13/2015 23:03,22999,Short
US,4/13/2015 23:18,23229,Short
US,4/13/2015 23:33,23229,Short
US,4/13/2015 23:48,23229,Short
US,4/14/2015 0:03,23229,Short
US,4/14/2015 0:18,23461,Short
US,4/14/2015 0:33,23461,Short
US,4/14/2015 0:48,23461,Short
US,4/14/2015 1:03,23461,Short
US,4/14/2015 1:18,23694,Medium
US,4/14/2015 1:33,23694,Medium
US,4/14/2015 1:48,23694,Medium
US,4/14/2015 2:03,23694,Medium
US,4/14/2015 2:18,23457,Long
US,4/14/2015 2:33,23457,Long
US,4/14/2015 2:48,23457,Long
US,4/14/2015 3:03,23457,Long
US,4/14/2015 3:18,23222,Long
US,4/14/2015 3:33,23222,Long
US,4/14/2015 3:48,23222,Long
US,4/14/2015 4:03,23222,Long
US,4/14/2015 4:18,22990,Long
US,4/14/2015 4:33,22990,Long
US,4/14/2015 4:48,22990,Long
US,4/14/2015 5:03,22990,Long
US,4/14/2015 5:18,22760,Long
US,4/14/2015 5:33,22760,Long
US,4/14/2015 5:48,22760,Long
US,4/14/2015 6:03,22760,Long
US,4/14/2015 6:18,22532,Long
US,4/14/2015 6:33,22532,Long
US,4/14/2015 6:48,22532,Long
US,4/14/2015 7:03,22532,Long
US,4/14/2015 7:18,22307,Long
US,4/14/2015 7:33,22307,Long
US,4/14/2015 7:48,22307,Long
US,4/14/2015 8:03,22307,Long
US,4/14/2015 8:18,22084,Long
US,4/14/2015 8:33,22084,Long
US,4/14/2015 8:48,22084,Long
US,4/14/2015 9:03,22084,Long
US,4/14/2015 9:18,21863,Long
US,4/14/2015 9:33,21863,Long
US,4/14/2015 9:48,21863,Long
US,4/14/2015 10:03,21863,Long
US,4/14/2015 10:18,21644,Long
US,4/14/2015 10:33,21644,Long
US,4/14/2015 10:48,21644,Long
US,4/14/2015 11:03,21644,Long
US,4/14/2015 11:18,21428,Long
US,4/14/2015 11:33,21428,Long
US,4/14/2015 11:48,21428,Long
US,4/14/2015 12:48,21214,Very Long
US,4/14/2015 13:03,21214,Very Long
US,4/14/2015 13:18,21214,Long
US,4/14/2015 13:33,21214,Long
US,4/14/2015 13:48,21141,Long
US,4/14/2015 14:03,21141,Medium
US,4/14/2015 14:18,21141,Medium
US,4/14/2015 14:33,21141,Medium
US,4/14/2015 14:48,21352,Medium
US,4/14/2015 15:03,21352,Short
US,4/14/2015 15:18,21352,Short
US,4/14/2015 15:33,21352,Short
US,4/14/2015 15:48,21566,Short
US,4/14/2015 16:03,21566,Short
US,4/14/2015 16:18,21566,Short
US,4/14/2015 16:33,21566,Short
US,4/14/2015 16:48,21782,Short
US,4/14/2015 17:03,21782,Short
US,4/14/2015 17:18,21782,Short
US,4/14/2015 17:33,21782,Short
US,4/14/2015 17:48,22000,Short
US,4/14/2015 18:03,22000,Short
US,4/14/2015 18:18,22000,Short
US,4/14/2015 18:33,22000,Short
US,4/14/2015 18:48,22220,Short
US,4/14/2015 19:03,22220,Short
US,4/14/2015 19:18,22220,Short
US,4/14/2015 19:33,22220,Short
US,4/14/2015 19:48,22442,Short
US,4/14/2015 20:03,22442,Short
US,4/14/2015 20:18,22442,Short
US,4/14/2015 20:33,22442,Short
US,4/14/2015 20:48,22666,Short
US,4/14/2015 21:03,22666,Short
US,4/14/2015 21:18,22666,Short
US,4/14/2015 21:33,22666,Short
US,4/14/2015 21:48,22893,Short
US,4/14/2015 22:03,22893,Short
US,4/14/2015 22:18,22893,Short
US,4/14/2015 22:33,22893,Short
US,4/14/2015 22:48,23122,Short
US,4/14/2015 23:03,23122,Short
US,4/14/2015 23:18,23122,Short
US,4/14/2015 23:33,23122,Short
US,4/14/2015 23:48,23353,Medium
US,4/15/2015 0:03,23353,Medium
US,4/15/2015 0:18,23353,Medium
US,4/15/2015 0:33,23353,Medium
US,4/15/2015 0:48,23587,Medium
US,4/15/2015 1:03,23587,Medium
US,4/15/2015 1:18,23587,Medium
US,4/15/2015 1:33,23587,Medium
US,4/15/2015 1:48,23823,Medium
US,4/15/2015 2:03,23823,Medium
US,4/15/2015 2:18,23823,Medium
US,4/15/2015 2:33,23823,Medium
US,4/15/2015 2:48,24061,Medium
US,4/15/2015 3:03,24061,Medium
US,4/15/2015 3:18,24061,Medium
US,4/15/2015 3:33,24061,Medium
US,4/15/2015 3:48,24232,Long
US,4/15/2015 4:03,24232,Long
US,4/15/2015 4:18,24232,Long
US,4/15/2015 4:33,24232,Long
US,4/15/2015 4:48,24310,Long
US,4/15/2015 5:03,24310,Long
US,4/15/2015 5:18,24310,Long
US,4/15/2015 5:33,24310,Long
US,4/15/2015 5:48,24194,Long
US,4/15/2015 6:03,24194,Long
US,4/15/2015 6:18,24194,Long
US,4/15/2015 6:33,24194,Long
US,4/15/2015 6:48,24004,Long
US,4/15/2015 7:03,24004,Long
US,4/15/2015 7:18,24004,Long
US,4/15/2015 7:33,24004,Long
US,4/15/2015 7:48,23764,Long
US,4/15/2015 8:03,23764,Long
US,4/15/2015 8:18,23764,Long
US,4/15/2015 8:33,23764,Long
US,4/15/2015 8:48,23526,Long
US,4/15/2015 9:03,23526,Long
US,4/15/2015 9:18,23526,Long
US,4/15/2015 9:33,23526,Long
US,4/15/2015 9:48,23291,Long
US,4/15/2015 10:03,23291,Long
US,4/15/2015 10:18,23291,Long
US,4/15/2015 10:33,23291,Long
US,4/15/2015 10:48,23058,Long
US,4/15/2015 11:03,23058,Long
US,4/15/2015 11:18,23058,Long
US,4/15/2015 11:33,23058,Long
US,4/15/2015 11:48,22827,Long
US,4/15/2015 12:03,22827,Long
US,4/15/2015 12:18,22827,Long
US,4/15/2015 12:33,22827,Long
US,4/15/2015 12:48,22599,Long
US,4/15/2015 13:03,22599,Long
US,4/15/2015 13:18,22599,Long
US,4/15/2015 13:33,22599,Long
US,4/15/2015 13:48,22373,Long
US,4/15/2015 14:03,22373,Long
US,4/15/2015 14:18,22373,Long
US,4/15/2015 14:33,22373,Long
US,4/15/2015 14:48,22149,Long
US,4/15/2015 15:03,22149,Long
US,4/15/2015 15:18,22149,Long
US,4/15/2015 15:33,22149,Long
US,4/15/2015 15:48,21928,Long
US,4/15/2015 16:03,21928,Long
US,4/15/2015 16:18,21928,Long
US,4/15/2015 16:33,21928,Long
US,4/15/2015 16:48,21709,Long
US,4/15/2015 17:03,21709,Long
US,4/15/2015 17:18,21709,Long
US,4/15/2015 17:33,21709,Long
US,4/15/2015 17:48,21492,Long
US,4/15/2015 18:03,21492,Long
US,4/15/2015 18:18,21492,Long
US,4/15/2015 18:33,21492,Long
US,4/15/2015 18:48,21356,Long
US,4/15/2015 19:03,21356,Long
US,4/15/2015 19:18,21356,Long
US,4/15/2015 19:33,21356,Long
US,4/15/2015 19:48,21341,Long
US,4/15/2015 20:03,21341,Long
US,4/15/2015 20:18,21341,Long
US,4/15/2015 20:33,21341,Long
